R00256	Black	Node115604
R00575	Black	Node115604
R01395	Black	Node115604
R10948	Black	Node115604
R10949	Black	Node115604
R03658	Black	Node115604
R05629	Black	Node115604
R05630	Black	Node115604
R00571	Black	Node115604
R00573	Black	Node115604
R00571	Black	Node115604
R00573	Black	Node115604
R03458	Black	Node115604
R03459	Black	Node115604
R03458	Black	Node115604
R03459	Black	Node115604
R05688	Black	Node115604
R00332	Black	Node115604
R00965	Black	Node115604
R02090	Black	Node115604
R02530	Black	Node115604
R05634	Black	Node115604
R10716	Black	Node115604
R04109	Black	Node115604
R08059	Black	Node115604
R00946	Black	Node115604
R09365	Black	Node115604
R01518	Black	Node115604
R03656	Black	Node115604
R00425	Black	Node115604
R07281	Black	Node115604
R00425	Black	Node115604
R07281	Black	Node115604
R00084	Black	Node115604
R02864	Black	Node115604
R03165	Black	Node115604
R03194	Black	Node115604
R03947	Black	Node115604
R00084	Black	Node115604
R02864	Black	Node115604
R03165	Black	Node115604
R03194	Black	Node115604
R03947	Black	Node115604
R00158	Black	Node115604
R00512	Black	Node115604
R01665	Black	Node115604
R05884	Black	Node115604
R08210	Black	Node115604
R00158	Black	Node115604
R00512	Black	Node115604
R01665	Black	Node115604
R05884	Black	Node115604
R08210	Black	Node115604
R08689	Black	Node115604
R10859	Black	Node115604
R01230	Black	Node115604
R01231	Black	Node115604
R08244	Black	Node115604
R01015	Black	Node115604
R05032	Black	Node115604
R05662	Black	Node115604
R00621	Black	Node115604
R01933	Black	Node115604
R01940	Black	Node115604
R03316	Black	Node115604
R08549	Black	Node115604
R00256	Black	Node115604
R00575	Black	Node115604
R01395	Black	Node115604
R10948	Black	Node115604
R10949	Black	Node115604
R02788	Black	Node115604
R04617	Black	Node115604
R02016	Black	Node115604
R03596	Black	Node115604
R09372	Black	Node115604
R03035	Black	Node115604
R01544	Black	Node115604
R02016	Black	Node115604
R03596	Black	Node115604
R09372	Black	Node115604
R00158	Black	Node115604
R00161	Black	Node115604
R00512	Black	Node115604
R00549	Black	Node115604
R01665	Black	Node115604
R02473	Black	Node115604
R03460	Black	Node115604
R05884	Black	Node115604
R08210	Black	Node115604
R00158	Black	Node115604
